album,artist,lyric,song,year
Edit,Eminem,I'm a trend,One Last Time,
Edit,Eminem,I set one every time I'm in,One Last Time,
Edit,Eminem,(Proof),Just Rhyming With Proof,
Edit,Eminem,I go out and just come back,One Last Time,
Edit,Eminem,Full circle again,One Last Time,
Edit,Eminem,Bustin' lyrics in the air,3hree6ix5ive (Detrimental),
Edit,Eminem,"Lookin' Chinese, with my knees stuck together like Siamese twins",Anyman,
Edit,Eminem,Laid up in the hospital in critical condition,Anyman,
Edit,Eminem,Ha ha... don't stop,Just Rhyming With Proof,
Edit,Eminem,You a fad,One Last Time,
Edit,Eminem,That means somethin' that we already had,One Last Time,
Edit,Eminem,"(Royce Da 5'9"")",I'm On Everything,
Edit,Eminem,D-12 y'all... yeah we bust it off the top,Just Rhyming With Proof,
Edit,Eminem,"But once you're gone, you don't come back",One Last Time,
Edit,Eminem,Eminem (both):,One Last Time,
Edit,Eminem,It's me and this garbage,Diss (Ludacris),
Edit,Eminem,We get in that ass Preparation-H style,Just Rhyming With Proof,
Edit,Eminem,Too bad,One Last Time,
Edit,Eminem,You're off the map now,One Last Time,
Edit,Eminem,"F-u-c-ked up, and it's obvious",I'm On Everything,
Edit,Eminem,Knock more boots than that group H-Town (Booo),Just Rhyming With Proof,
Edit,Eminem,Radar can't even find you,One Last Time,
Edit,Eminem,We stay on the grind,One Last Time,
Edit,Eminem,"See the bullshit you sayin', Skam ain't tryin' to hear (Fuck that!)",3hree6ix5ive (Detrimental),
Edit,Eminem,"High speed, IV full of Thai weed",Anyman,
Edit,Eminem,Everybody tryina tell us to wait now,Just Rhyming With Proof,
Edit,Eminem,"You slip, we out grind you",One Last Time,
Edit,Eminem,Walk around mad,One Last Time,
Edit,Eminem,You look dumb as fuck... Like Puffy in his video on that breakdown (hahaha),Just Rhyming With Proof,
Edit,Eminem,You let your anger blind you,One Last Time,
Edit,Eminem,We walk around just playin',One Last Time,
Edit,Eminem,"I flat lined, jumped up and ran from the mortician",Anyman,
Edit,Eminem,Tryin' to dance around,Just Rhyming With Proof,
Edit,Eminem,The violin behind you,One Last Time,
Edit,Eminem,"Enough with the pissin, and moanin' whinin' an bitchin'",One Last Time,
Edit,Eminem,How the fuck it feel lock in hand set now,Just Rhyming With Proof,
Edit,Eminem,"Sit and observe, listen",One Last Time,
Edit,Eminem,You'll learn if you pay attention,One Last Time,
Edit,Eminem,I'm tryin' to be the illest of the day,3hree6ix5ive (Detrimental),
Edit,Eminem,"Yo Skam, what the fuck you doin'?",3hree6ix5ive (Detrimental),
Edit,Eminem,On if I keep on killin' my girlfriends,Anyman,
Edit,Eminem,"Lame ducks running on stage with makeup, It's crazy to us",Diss (Ludacris),
Edit,Eminem,Sever your style ... Divide and Parish,Just Rhyming With Proof,
Edit,Eminem,Why ten multi-platinum albums lay to 3 diamond,One Last Time,
Edit,Eminem,World- wide,One Last Time,
Edit,Eminem,Part ish... when my cart is bustin' through this...,Just Rhyming With Proof,
Edit,Eminem,We on the charts with a bullet and still climbin',One Last Time,
Edit,Eminem,'Cause we came here to set this party off,One Last Time,
Edit,Eminem,Stop this shit,Diss (Ludacris),
Edit,Eminem,Wassup to Bizarre Kid,Just Rhyming With Proof,
Edit,Eminem,Right- let's bounce tonight,One Last Time,
Edit,Eminem,And if they don't let us in through the front,One Last Time,
Edit,Eminem,Targets get hit and liftoff,Just Rhyming With Proof,
Edit,Eminem,We'll come through the side,One Last Time,
Edit,Eminem,'Cause I don't ever wanna leave again,One Last Time,
Edit,Eminem,For twenty grand and a bottle of pain pills and a mini thin,Anyman,
Edit,Eminem,"I hope God forgives me for my sins, it probably all depends",Anyman,
Edit,Eminem,Here it is we bout to rip off,Just Rhyming With Proof,
Edit,Eminem,Without- at least saying goodbye,One Last Time,
Edit,Eminem,"So All my people on the left, all my people on the right",One Last Time,
Edit,Eminem,Lick shots... no time... we gettin' dick snot,Just Rhyming With Proof,
Edit,Eminem,Swing one last time,One Last Time,
Edit,Eminem,Eminem:,One Last Time,
Edit,Eminem,"Pins and needles, hypodermic needles and pins",Anyman,
Edit,Eminem,(Eminem),I'm On Everything,
Edit,Eminem,Emzy...,Just Rhyming With Proof,
Edit,Eminem,When doctor dre says crunk,One Last Time,
Edit,Eminem,"A-c-i-d, y-e-s, 'cause I'm sniffin NYES",I'm On Everything,
Edit,Eminem,You will get it crunk,One Last Time,
Edit,Eminem,(Eminem),Just Rhyming With Proof,
Edit,Eminem,(Get it crunk),One Last Time,
Edit,Eminem,"Crunk, crunk, crunk",One Last Time,
Edit,Eminem,"How many bars, how many tabs?",I'm On Everything,
Edit,Eminem,"Man, I'm releasin anger!",3hree6ix5ive (Detrimental),
Edit,Eminem,'Cause any man who would jump in front of a minivan,Anyman,
Edit,Eminem,Cause any man who would jump in front of a minivan,Anyman,
Edit,Eminem,Speakin' of lift off...,Just Rhyming With Proof,
Edit,Eminem,And when 50 cent says jump,One Last Time,
Edit,Eminem,You'll get on one foot and-,One Last Time,
Edit,Eminem,"(Royce Da 5'9"")",I'm On Everything,
Edit,Eminem,I'm blastin off... your ass is soft... so I'm startin to jack off,Just Rhyming With Proof,
Edit,Eminem,This shit's making me feel like I'm tryna do a muthf-ckin cartwheel up a hill,I'm On Everything,
Edit,Eminem,"Jump, jump, jump, jump",One Last Time,
Edit,Eminem,Dr. dre:,One Last Time,
Edit,Eminem,"Real MC's take and get big cuts, Your finshed",Diss (Ludacris),
Edit,Eminem,'Cause I'm so horny... and your lyrics are so corny,Just Rhyming With Proof,
Edit,Eminem,The buzz is tremendous,One Last Time,
Edit,Eminem,We drop you all to sense it,One Last Time,
Edit,Eminem,That they bore me and I woke up too late this morning,Just Rhyming With Proof,
Edit,Eminem,I don't gotta promote it,One Last Time,
Edit,Eminem,For you to know the doc is off the bitches,One Last Time,
Edit,Eminem,(Skam),3hree6ix5ive (Detrimental),
Edit,Eminem,"Is fuckin' crazy, you hear me?",Anyman,
Edit,Eminem,What the f-ck's the muthf-cking deal?,I'm On Everything,
Edit,Eminem,Or too early... wait a minute there goes Shirley...,Just Rhyming With Proof,
Edit,Eminem,Eminem:,One Last Time,
Edit,Eminem,We keep the party rockin' off the hinges,One Last Time,
Edit,Eminem,The girly I fucked last year when her hair was curly,Just Rhyming With Proof,
Edit,Eminem,We ain't showin off,One Last Time,
Edit,Eminem,I'll crush your brain like I'm crushing pills,I'm On Everything,
Edit,Eminem,We just goin' off popular consensus,One Last Time,
Edit,Eminem,For twenty grand and a bottle of pain pills and a mini thin,Anyman,
Edit,Eminem,Couldn't remember it 'cause I was Infinite,Just Rhyming With Proof,
Edit,Eminem,And a bunch of change and wife beater with a mustard stain,I'm On Everything,
Edit,Eminem,Dr dre:,One Last Time,
Edit,Eminem,Wit' a coupon book and a hundred and ten bucks,I'm On Everything,
Edit,Eminem,Then I aimed to the front of the K-Mart shopping center,I'm On Everything,
Edit,Eminem,But critics say that doc is soft,One Last Time,
Edit,Eminem,And I met ken Kaniff in Connecticut,Just Rhyming With Proof,
Edit,Eminem,"Doc is talk, doc is all washed up",One Last Time,
Edit,Eminem,Knock it off,One Last Time,
Edit,Eminem,I rip your tissue out your ear,3hree6ix5ive (Detrimental),
Edit,Eminem,"Man I'm tired of bein' tired, every time I wake up",3hree6ix5ive (Detrimental),
Edit,Eminem,Keepin' some up in the chamber,3hree6ix5ive (Detrimental),
Edit,Eminem,Give me eleven Excederin' my head'll spin,Anyman,
Edit,Eminem,'Cause any man who would jump in front of a minivan,Anyman,
Edit,Eminem,"You must of failed the road test, Learning how to write beats",Diss (Ludacris),
Edit,Eminem,He said his predicits and pronouns and wanted to throw down,Just Rhyming With Proof,
Edit,Eminem,Who the fuck is doc impressin?,One Last Time,
Edit,Eminem,"Doc is this, doc is that",One Last Time,
Edit,Eminem,"And he said ""I like youâ?...and then he walked up and said "" let me snake bite",Just Rhyming With Proof,
Edit,Eminem,You got the wrong impression,One Last Time,
Edit,Eminem,You must me on the cock,One Last Time,
Edit,Eminem,"Fuck self reclamed kings of hip hop, There all weak",Diss (Ludacris),
Edit,Eminem,Youâ?,Just Rhyming With Proof,
Edit,Eminem,"And doctor's not, if you on guessin",One Last Time,
Edit,Eminem,So DJ take the needle and just drop it on the record,One Last Time,
Edit,Eminem,And I said hell no... kicked him with my shell toe...,Just Rhyming With Proof,
Edit,Eminem,(What?),One Last Time,
Edit,Eminem,We gon have this motherfucker off hoppin' in a second,One Last Time,
Edit,Eminem,For twenty grand and a bottle of pain pills and a mini thin,Anyman,
Edit,Eminem,"Pretend you like Hip Hop, That's a no no!",Diss (Ludacris),
Edit,Eminem,Gave him a elbow... Ayo Proof ...go...,Just Rhyming With Proof,
Edit,Eminem,(Bump bump),One Last Time,
Edit,Eminem,That's why we always save the best cut last,One Last Time,
Edit,Eminem,(Eminem),I'm On Everything,
Edit,Eminem,(Proof),Just Rhyming With Proof,
Edit,Eminem,To make you scratch ya itch for it,One Last Time,
Edit,Eminem,"Then I'm hearing dishes drop, 'cause I walked away from my dinner with schmucks",I'm On Everything,
Edit,Eminem,Like fresh cut grass,One Last Time,
Edit,Eminem,"I see your eyes twitching, doing drags to females",Diss (Ludacris),
Edit,Eminem,"Kid you not, I'm lit up as f-ck, tablecloth tucked in my pants",I'm On Everything,
Edit,Eminem,Yo it's the D to the 1 - 2,Just Rhyming With Proof,
Edit,Eminem,"I told that bitch to get at me, then the bitch attacked me",I'm On Everything,
Edit,Eminem,Eminem:,One Last Time,
Edit,Eminem,'Cause We done swam with the sharks,One Last Time,
Edit,Eminem,What you wanna get done to...,Just Rhyming With Proof,
Edit,Eminem,Wrestled with alligators,One Last Time,
Edit,Eminem,Spoke to a generation of angry teenagers,One Last Time,
Edit,Eminem,Spittin' lyrics in your ear,3hree6ix5ive (Detrimental),
Edit,Eminem,'Cause any man who would jump in front of a minivan,Anyman,
Edit,Eminem,For twenty grand and a bottle of pain pills and a mini thin,Anyman,
Edit,Eminem,Your chest plate... eradicate,Just Rhyming With Proof,
Edit,Eminem,"It's Eminem and him again, my sentiments exactly",I'm On Everything,
Edit,Eminem,Whom if it wasn't for rap,One Last Time,
Edit,Eminem,To bridge the gap,One Last Time,
Edit,Eminem,Get your flesh ate... easily done... Here it is...,Just Rhyming With Proof,
Edit,Eminem,"Uh, classic!",I'm On Everything,
Edit,Eminem,Maybe raised to be racist,One Last Time,
Edit,Eminem,Who may have never got to see our faces,One Last Time,
Edit,Eminem,"My street, only bumps but it's unreleashed",Diss (Ludacris),
Edit,Eminem,Freestyle... no need to write shit...'cause when we write shit,Just Rhyming With Proof,
Edit,Eminem,Grace to cover rolling stone pages,One Last Time,
Edit,Eminem,Broke down barriers of language and races,One Last Time,
Edit,Eminem,Y'all like to bite shit... that why street light up when we write stuff,Just Rhyming With Proof,
Edit,Eminem,Callin the caped crusaders,One Last Time,
Edit,Eminem,And me and Dre to pass the mic and we can play the,One Last Time,
Edit,Eminem,And I like your brassiere and there's a party in here,Got Some Teeth,
Edit,Eminem,"Is fuckin' crazy, you hear me?",Anyman,
Edit,Eminem,It's time to be the champions at this... it's D-12,Just Rhyming With Proof,
Edit,Eminem,Back and forth all day,One Last Time,
Edit,Eminem,Like hot-potato game,One Last Time,
Edit,Eminem,1-2 True crew... Slim Shady and Big proof,Just Rhyming With Proof,
Edit,Eminem,"I'm on syrup painkillers, cigarette, speed",I'm On Everything,
Edit,Eminem,That's why we came ta',One Last Time,
Edit,Eminem,'Cause we came here to set this party off,One Last Time,
Edit,Eminem,Is fuckin' crazy,Anyman,
Edit,Eminem,Knockin' over Igloos in Alaska when we blast ya,Just Rhyming With Proof,
Edit,Eminem,Right- let's bounce tonight,One Last Time,
Edit,Eminem,And if they don't let us in through the front,One Last Time,
Edit,Eminem,"A massacre creator, one time for data",Just Rhyming With Proof,
Edit,Eminem,We'll come through the side,One Last Time,
Edit,Eminem,'Cause I don't ever wanna leave again,One Last Time,
Edit,Eminem,(Skam),3hree6ix5ive (Detrimental),
Edit,Eminem,"(Royce Da 5'9"")",I'm On Everything,
Edit,Eminem,(Skam),3hree6ix5ive (Detrimental),
Edit,Eminem,I'm on everything (x5),I'm On Everything,
Edit,Eminem,"Last night I O.D.'d on rush, mushrooms and dust",Anyman,
Edit,Eminem,Coming out sounding like bitches,Diss (Ludacris),
Edit,Eminem,Darker than Vader... go anybody hot as the equator,Just Rhyming With Proof,
Edit,Eminem,Without- at least saying goodbye,One Last Time,
Edit,Eminem,"So All my people on the left, all my people on the right",One Last Time,
Edit,Eminem,It's time to get down one time for those that don't know us,Just Rhyming With Proof,
Edit,Eminem,Swing one last time,One Last Time,
Edit,Eminem,Fifty cent! Come on!,One Last Time,
Edit,Eminem,"Syrup, Painkillers, Cigarette, Weed, Hennessy, Vodka,",I'm On Everything,
Edit,Eminem,A bunch of carbincopyies,Diss (Ludacris),
Edit,Eminem,Girls wanna blow us like Monica... Lewinsky,Just Rhyming With Proof,
Edit,Eminem,50 Cent:,One Last Time,
Edit,Eminem,Bounce now,One Last Time,
Edit,Eminem,I'm on everything (x5),I'm On Everything,
Edit,Eminem,Come against me...,Just Rhyming With Proof,
Edit,Eminem,"Syrup, Painkillers, Cigarette, Weed, Hennessy, Vodka,",I'm On Everything,
Edit,Eminem,Hands up,One Last Time,
Edit,Eminem,You know how we do,One Last Time,
Edit,Eminem,"Of Tylenol 3, and talk about how violent I'll be",Anyman,
Edit,Eminem,We rap like we're on,I'm On Everything,
Edit,Eminem,Your boyfriend better find another f-cking whore to smash the stir up,I'm On Everything,
Edit,Eminem,Is fuckin' crazy,Anyman,
Edit,Eminem,(Eminem),Just Rhyming With Proof,
Edit,Eminem,We make the club jump,One Last Time,
Edit,Eminem,"So, baby, come put ya feet up in these stirrups",I'm On Everything,
Edit,Eminem,"'Cause after we prop you up, we propping her up",I'm On Everything,
Edit,Eminem,Everywhere we go,One Last Time,
Edit,Eminem,Go and see I'm an invincible MC,Just Rhyming With Proof,
Edit,Eminem,"Bad and Evil is back with an epidural, c heck ya girl",I'm On Everything,
Edit,Eminem,It's no secret,One Last Time,
Edit,Eminem,Everybody know,One Last Time,
Edit,Eminem,I'll send a f-cking axe at you if you insist on a f-cking accent,I'm On Everything,
Edit,Eminem,"Is fuckin' crazy, you hear me?",Anyman,
Edit,Eminem,If you don't believe it then you wanna try to convince me,Just Rhyming With Proof,
Edit,Eminem,When dre's involved,One Last Time,
Edit,Eminem,"...Farian, Jamaican, relax, man",I'm On Everything,
Edit,Eminem,Flows dreaded like some f-cking tangled hair rasta...,I'm On Everything,
Edit,Eminem,There's plenty money involved,One Last Time,
Edit,Eminem,That you're doper than me... which we'll hope,Just Rhyming With Proof,
Edit,Eminem,DRE:,One Last Time,
Edit,Eminem,And pleanty honey's involved,One Last Time,
Edit,Eminem,I'm releasin anger!,3hree6ix5ive (Detrimental),
Edit,Eminem,"I swallow grenades, and take about a bottle a day",Anyman,
Edit,Eminem,And got rushed to the hospital to get my system flushed,Anyman,
Edit,Eminem,You would hope to be... but hopefully I will rock globaly,Just Rhyming With Proof,
Edit,Eminem,Sundays and palm trees,One Last Time,
Edit,Eminem,Cali - everyday is just another party,One Last Time,
Edit,Eminem,And nationwide... that's why my ass is wide,Just Rhyming With Proof,
Edit,Eminem,From the valleys,One Last Time,
Edit,Eminem,All the way to them 8 mile alleys,One Last Time,
Edit,Eminem,Retards spitting disses,Diss (Ludacris),
Edit,Eminem,That's why your ass just died on the passanger side...,Just Rhyming With Proof,
Edit,Eminem,Let's rally,One Last Time,
Edit,Eminem,Eminem:,One Last Time,
Edit,Eminem,"There's a devil in my noodle, you angel hair pasta",I'm On Everything,
Edit,Eminem,Like a fuckin' ride... when it got shot up by a drive by,Just Rhyming With Proof,
Edit,Eminem,Hands up for the grand finale,One Last Time,
Edit,Eminem,Now raise up out ya seat,One Last Time,
Edit,Eminem,Aiyyo Shady what the fuck you doin'?,3hree6ix5ive (Detrimental),
Edit,Eminem,"I call in to work, 'cause all I do is frolic and play",Anyman,
Edit,Eminem,When I drove by 5 times and gave it five tries,Just Rhyming With Proof,
Edit,Eminem,Dre's about to speak,One Last Time,
Edit,Eminem,Blaze a pound a' weed,One Last Time,
Edit,Eminem,"I'm the real macaroni you cheesy bitch, I'm demonic with the craft",I'm On Everything,
Edit,Eminem,And still missed it,Just Rhyming With Proof,
Edit,Eminem,6 days up out the week,One Last Time,
Edit,Eminem,Dre:,One Last Time,
Edit,Eminem,"Shucks, I'm an alcoholic and that's all I can say",Anyman,
Edit,Eminem,And I dye my hair back blonde again and laugh,I'm On Everything,
Edit,Eminem,I got a fuckin' mental illness a gentle stillness...,Just Rhyming With Proof,
Edit,Eminem,You could catch me in the studio,One Last Time,
Edit,Eminem,Bangin' out the beats to,One Last Time,
Edit,Eminem,What I need is to do... what is need is smoke weed and brew,Just Rhyming With Proof,
Edit,Eminem,Provide you with the heat,One Last Time,
Edit,Eminem,That keep blazin' up out ya speaker,One Last Time,
Edit,Eminem,While I smoke some chronic in the cab with Donovan McNabb,I'm On Everything,
Edit,Eminem,"You ain't Erykah Badu, what I look like Tyrone?",3hree6ix5ive (Detrimental),
Edit,Eminem,"So my facial expression stay stuck up, and shut the fuck up!",3hree6ix5ive (Detrimental),
Edit,Eminem,"No more focus, hobo's got a career",Got Some Teeth,
Edit,Eminem,Scratched my balls till I shredded skin,Anyman,
Edit,Eminem,Now your block is hot! hot!,Diss (Ludacris),
Edit,Eminem,And... smoke brew ? You don't smoke brew...,Just Rhyming With Proof,
Edit,Eminem,Eminem:,One Last Time,
Edit,Eminem,"Bitch, it's on again yeah, break that Klonopin in half",I'm On Everything,
Edit,Eminem,"It's wrong, other words I just f-cked my RV up",I'm On Everything,
Edit,Eminem,So never say never,One Last Time,
Edit,Eminem,"Call me Brett Favre, spell it F-A-V-R, E, yep",I'm On Everything,
Edit,Eminem,If you do I'll choke you and then I garauntee I'll out smoke you,Just Rhyming With Proof,
Edit,Eminem,'Cause shady/ aftermath together,One Last Time,
Edit,Eminem,Along with g-unit records,One Last Time,
Edit,Eminem,Your nerves now,Diss (Ludacris),
Edit,Eminem,You're crew's a joke too and I can stick my dick in a bitch and poke you...,Just Rhyming With Proof,
Edit,Eminem,"On my way to the dealer's, tryna re-up",I'm On Everything,
Edit,Eminem,Presents the of the return of the,One Last Time,
Edit,Eminem,The doc,One Last Time,
Edit,Eminem,(Proof),Just Rhyming With Proof,
Edit,Eminem,(And shady),One Last Time,
Edit,Eminem,No one can do it better,One Last Time,
Edit,Eminem,"Could barely see up over the steering wheel, crashed the whip, tore a tree up",I'm On Everything,
Edit,Eminem,"So reach in your billfolds, for ten ducats",Anyman,
Edit,Eminem,Medicine'll get me revvin' like a 747 jet engine,Anyman,
Edit,Eminem,Stick it in there... rock with my cock on sky rock,Just Rhyming With Proof,
Edit,Eminem,We tear the club up and leave without a shread a' evidence,One Last Time,
Edit,Eminem,And uh...,One Last Time,
Edit,Eminem,"Man, whoda knew that 3 in the morning I'd still be up",I'm On Everything,
Edit,Eminem,Knock ya eye out the sock...(sock),Just Rhyming With Proof,
Edit,Eminem,'Cause we came here to set this party off,One Last Time,
Edit,Eminem,Grab the key up off the counter till the camp all left the crib,I'm On Everything,
Edit,Eminem,Right- let's bounce tonight,One Last Time,
Edit,Eminem,Show your appreciation donate a Volvo,Diss (Ludacris),
Edit,Eminem,"F-ck, I think I just crushed my last Tylenol 3 up",I'm On Everything,
Edit,Eminem,Get..(get) yeah we come to rock...(it),Just Rhyming With Proof,
Edit,Eminem,"I crush ya brain like a pill crusher, lets crush a pill yeah",I'm On Everything,
Edit,Eminem,And if they don't let us in through the front,One Last Time,
Edit,Eminem,We'll come through the side,One Last Time,
Edit,Eminem,So don't get in the way 'cause we gon drop...(shit),Just Rhyming With Proof,
Edit,Eminem,"Me sobering up, fart",I'm On Everything,
Edit,Eminem,'Cause I don't ever wanna leave again,One Last Time,
Edit,Eminem,Without- at least saying goodbye,One Last Time,
Edit,Eminem,"Tired of all be blendin', and endin' up datin sluts",3hree6ix5ive (Detrimental),
Edit,Eminem,"That don't even make sense, like dyke's usin' dildos",Anyman,
Edit,Eminem,"Doctor, check this rash, look how red it's been",Anyman,
Edit,Eminem,Now how you feel right now we bust yo... op...(tic)...(tock),Just Rhyming With Proof,
Edit,Eminem,"So All my people on the left, all my people on the right",One Last Time,
Edit,Eminem,Swing one last time,One Last Time,
Edit,Eminem,We lunatics with mics and we don't stop we come to rock,Just Rhyming With Proof,
Edit,Eminem,Yeah!,One Last Time,
Edit,Eminem,Haha!,One Last Time,
Edit,Eminem,"Sick when I kick it, barf",I'm On Everything,
Edit,Eminem,Like a heat contained thermos,Diss (Ludacris),
Edit,Eminem,The dirty dozen is non-stop,Just Rhyming With Proof,
Edit,Eminem,Still aftermath!,One Last Time,
Edit,Eminem,2006,One Last Time,
Edit,Eminem,I'm on everything,I'm On Everything,
Edit,Eminem,To the top from tree tops to ewoks that pop Reeboks,Just Rhyming With Proof,
Edit,Eminem,And don't worry about that detox album,One Last Time,
Edit,Eminem,It's comin',One Last Time,
Edit,Eminem,"Tired of these fake ducks, tired of bein' late for the bus",3hree6ix5ive (Detrimental),
Edit,Eminem,I need a cane and pillows,I'm On Everything,
Edit,Eminem,I strike a still pose and hit you with some ill flows,Anyman,
Edit,Eminem,And men with pre-ops,Just Rhyming With Proof,
Edit,Eminem,We gon' make dre do it (haha),One Last Time,
Edit,Eminem,50 cent,One Last Time,
Edit,Eminem,Yo now there is 3-Pac's,Just Rhyming With Proof,
Edit,Eminem,G-unit,One Last Time,
Edit,Eminem,Obie trice,One Last Time,
Edit,Eminem,"It's probably AIDS, Forget it then",Anyman,
Edit,Eminem,'Cause they'll hold me up when I take 'em,I'm On Everything,
Edit,Eminem,Master P... Thug Life and now it's 2pac,Just Rhyming With Proof,
Edit,Eminem,D-twizzy,One Last Time,
Edit,Eminem,Stat quo,One Last Time,
Edit,Eminem,Get back to that one... here goes the rhyme that you dropped...,Just Rhyming With Proof,
Edit,Eminem,"Painkillers, I call 'em 'caine pillars",I'm On Everything,
Edit,Eminem,Doctor dre,One Last Time,
Edit,Eminem,We ain't leavin',One Last Time,
Edit,Eminem,"So if the shoe ain't fittin', girl leave that shit alone",3hree6ix5ive (Detrimental),
Edit,Eminem,(Eminem),I'm On Everything,
Edit,Eminem,"To the pity ass rappers, that ain't shit without make-up, wake up",3hree6ix5ive (Detrimental),
Edit,Eminem,"My daughter scribbled over that rhyme, I couldn't read it, damn",Anyman,
Edit,Eminem,"O no, That be to much to ask",Diss (Ludacris),
Edit,Eminem,(Eminem),Just Rhyming With Proof,
Edit,Eminem,Let's go!,One Last Time,
Edit,Eminem,(First word... excrement.) Exclimate? - Is that what you said?,Freestyle Stretch,
Edit,Eminem,I'm on everything (x5),I'm On Everything,
Edit,Eminem,The rhyme that I dropped is stickin up IHOP,Just Rhyming With Proof,
Edit,Eminem,My next def-defense - against these extra men,Freestyle Stretch,
Edit,Eminem,"Syrup, Painkillers, Cigarette, Weed, Hennessy, Vodka,",I'm On Everything,
Edit,Eminem,Who try to step to me and wanna have sex again.,Freestyle Stretch,
Edit,Eminem,I'll come down to your street carrying burners,Diss (Ludacris),
Edit,Eminem,In high tops and walking around like a one eyed Cyclops,Just Rhyming With Proof,
Edit,Eminem,Can't put my back down,I'm On Everything,
Edit,Eminem,"(Vaseline!) You little sickass, I'll spray 'em with gasoline",Freestyle Stretch,
Edit,Eminem,They try to jack me off with Vaseline,Freestyle Stretch,
Edit,Eminem,And you can't see me... I only got one eye and I can still see you,Just Rhyming With Proof,
Edit,Eminem,My ass is mean! - I smash your spleen.,Freestyle Stretch,
Edit,Eminem,When I crash the scene... (Cell phone!) with a cell phone.,Freestyle Stretch,
Edit,Eminem,"Okay, okie dokey Obie's here",Got Some Teeth,
Edit,Eminem,"Somethin', somethin', somethin', somethin' I get weeded",Anyman,
Edit,Eminem,You can even give it a dumb try... If you're a dumb guy then come try this,Just Rhyming With Proof,
Edit,Eminem,"Now who the hell is home? - Y'all can't tell Paul,",Freestyle Stretch,
Edit,Eminem,How to throw me words (Animal crackers.),Freestyle Stretch,
Edit,Eminem,Never laid out,I'm On Everything,
Edit,Eminem,But I rock the microphone with my flyness,Just Rhyming With Proof,
Edit,Eminem,Cause animal crackers is what I do when I eat MC's like a cannibal backwards.,Freestyle Stretch,
Edit,Eminem,Ha ha! I got it. - That's not it,Freestyle Stretch,
Edit,Eminem,And pick up this Slim Shady shit that's on Rawkus,Anyman,
Edit,Eminem,"Back down, we never back down",I'm On Everything,
Edit,Eminem,So get off my jock... get of my cock... when I sky rock ...it in sky,Just Rhyming With Proof,
Edit,Eminem,Fake rappers been spotted...,Freestyle Stretch,
Edit,Eminem,"(Broken headphones.) Like broken headphones, you head home.",Freestyle Stretch,
Edit,Eminem,Call us the Mario brothers,I'm On Everything,
Edit,Eminem,Rock... shit... bitch,Just Rhyming With Proof,
Edit,Eminem,You sped home! - You get your head blown.,Freestyle Stretch,
Edit,Eminem,"Rappers try to step, they speak in the dead tones.",Freestyle Stretch,
Edit,Eminem,The road to riches is closed for repair,3hree6ix5ive (Detrimental),
Edit,Eminem,Where the bar at?,Got Some Teeth,
Edit,Eminem,"Woo, damn",Got Some Teeth,
Edit,Eminem,(Proof),Just Rhyming With Proof,
Edit,Eminem,Me and Vicious on 'shrooms,I'm On Everything,
Edit,Eminem,So I ain't trying to hear 'em!,Freestyle Stretch,
Edit,Eminem,Give me another - word for your mother!,Freestyle Stretch,
Edit,Eminem,Ayo... a lot of people always try to tell us... that we gona be better or,Just Rhyming With Proof,
Edit,Eminem,"(Stretch Armstrong.) Stretch Armstrong, my brother!",Freestyle Stretch,
Edit,Eminem,Coming - with rhymes every time that I be drumming,Freestyle Stretch,
Edit,Eminem,Actin' like alaskins with that rented ice you flash,Diss (Ludacris),
Edit,Eminem,Failrues,Just Rhyming With Proof,
Edit,Eminem,Running - with this shit when I kick a bitch in the stomach.,Freestyle Stretch,
Edit,Eminem,Menace to society I feel sorry for your mother,I'm On Everything,
Edit,Eminem,And Star Wars - this car's a Taurus,Freestyle Stretch,
Edit,Eminem,But me or slim yo you can't tell me...,Just Rhyming With Proof,
Edit,Eminem,"Yo, how many bars we hit tonight?! 'Cause I'm drunk off...",Freestyle Stretch,
Edit,Eminem,(Peanut butter!) Off peanut butter!,Freestyle Stretch,
Edit,Eminem,"Gold diggin' bitches, the buck stops here",3hree6ix5ive (Detrimental),
Edit,Eminem,I'm about to get drunk,Got Some Teeth,
Edit,Eminem,You try to freestyle son we gon put these verses on your LP,Just Rhyming With Proof,
Edit,Eminem,You see my dick and you start to stutter,Freestyle Stretch,
Edit,Eminem,Start to utter... words that you shouldn't utter,Freestyle Stretch,
Edit,Eminem,Slow down with that old stuff... I heard the most of y'all is Mos Def,Just Rhyming With Proof,
Edit,Eminem,(Mark Whalberg!) Cause Mark Whalberg is a small turd!,Freestyle Stretch,
Edit,Eminem,"And I'm a step on him like dogshit a fore fist,",Freestyle Stretch,
Edit,Eminem,There's a lot of bitches up in here tonight boy,Got Some Teeth,
Edit,Eminem,(Eminem),Just Rhyming With Proof,
Edit,Eminem,"So rappers just get off it, I come across with...",Freestyle Stretch,
Edit,Eminem,(Pulp fiction.) With pulp fiction!,Freestyle Stretch,
Edit,Eminem,My LP... my whole LP... tha last one was screaming help me,Just Rhyming With Proof,
Edit,Eminem,Yo! - I'll eat you like a big gulp addiction...,Freestyle Stretch,
Edit,Eminem,Like slurpees!,Freestyle Stretch,
Edit,Eminem,"Yeah, and you don't stop, 'cause it's 1-8-7 on an undercover cop",Deep Cover,
Edit,Eminem,Well things have got to change,Wasting My Time - (Bookmat),
Edit,Eminem,I don't think you understand,Wasting My Time - (Bookmat),
